Id,Label,name,city,country,icao,latitude,longitude,altitude,timezone,dst,tz database time zone,type,source,weighted indegree,weighted outdegree,Weighted Degree,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class,nodecolor-multimode,giantcomponent,pageranks,eigencentrality
616,\N,Krus�-Padborg Airport,Krusa-padborg,Denmark,EKPB,54.8703,9.27901,88,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,311,0.000039,0
617,RKE,Copenhagen Roskilde Airport,Copenhagen,Denmark,EKRK,55.585602,12.1314,146,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,312,0.000039,0
618,RNN,Bornholm Airport,Ronne,Denmark,EKRN,55.063301,14.7596,52,1,E,Europe/Copenhagen,airport,OurAirports,1,1,2,5,1,1,2,8,0.268835,0.28324,0,4,red,0,0.000046,0.00172
619,SGD,S�nderborg Airport,Soenderborg,Denmark,EKSB,54.964401,9.79173,24,1,E,Europe/Copenhagen,airport,OurAirports,1,1,2,5,1,1,2,8,0.268835,0.28324,0,4,red,0,0.000046,0.00172
621,SKS,Skrydstrup Air Base,Skrydstrup,Denmark,EKSP,55.221048,9.26702,141,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,313,0.000039,0
622,SQW,Skive Airport,Skive,Denmark,EKSV,56.550201,9.17298,74,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,314,0.000039,0
623,TED,Thisted Airport,Thisted,Denmark,EKTS,57.068802,8.70522,23,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,315,0.000039,0
624,\N,Kolding Vamdrup Airfield,Kolding,Denmark,EKVD,55.436298,9.33092,143,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,316,0.000039,0
625,FAE,Vagar Airport,Vagar,Faroe Islands,EKVG,62.063599,-7.27722,280,0,E,Atlantic/Faeroe,airport,OurAirports,4,4,8,5,4,4,8,8,0.269936,0.285488,0,6,red,0,0.000069,0.002926
626,\N,Vesthimmerlands Flyveplads,Vesthimmerland,Denmark,EKVH,56.846901,9.45861,119,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,317,0.000039,0
627,STA,Stauning Airport,Stauning,Denmark,EKVJ,55.990101,8.35391,17,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,318,0.000039,0
628,AAL,Aalborg Airport,Aalborg,Denmark,EKYT,57.092759,9.849243,10,1,E,Europe/Copenhagen,airport,OurAirports,21,20,41,5,21,20,41,8,0.302929,0.327731,0.000001,39,red,0,0.000197,0.030479
629,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,ELLX,49.623333,6.204444,1234,1,E,Europe/Luxembourg,airport,OurAirports,70,70,140,5,70,70,140,8,0.317548,0.349101,0.000029,30,red,0,0.000523,0.094852
630,AES,�lesund Airport,Alesund,Norway,ENAL,62.5625,6.1197,69,1,E,Europe/Oslo,airport,OurAirports,13,13,26,5,13,13,26,8,0.294803,0.315925,0,6,red,0,0.000136,0.015082
631,ANX,And�ya Airport,Andoya,Norway,ENAN,69.292503,16.144199,43,1,E,Europe/Oslo,airport,OurAirports,4,3,7,2,4,3,7,9,0.216915,0.227652,0,6,red,0,0.000119,0.000355
632,ALF,Alta Airport,Alta,Norway,ENAT,69.976097,23.3717,9,1,E,Europe/Oslo,airport,OurAirports,10,10,20,2,10,10,20,9,0.254626,0.27051,0.00017,6,blue,0,0.00025,0.003129
633,\N,B�moen Airport,Voss,Norway,ENBM,60.638901,6.5015,300,1,E,Europe/Oslo,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,319,0.000039,0
634,BNN,Br�nn�ysund Airport,Bronnoysund,Norway,ENBN,65.461098,12.2175,25,1,E,Europe/Oslo,airport,OurAirports,5,5,10,2,5,5,10,9,0.254401,0.269826,0.000001,6,blue,0,0.000112,0.002018
635,BOO,Bod� Airport,Bodo,Norway,ENBO,67.269203,14.3653,42,1,E,Europe/Oslo,airport,OurAirports,17,18,35,2,17,18,35,9,0.254934,0.272143,0.000471,6,blue,0,0.00044,0.004139
636,BGO,Bergen Airport Flesland,Bergen,Norway,ENBR,60.2934,5.21814,170,1,E,Europe/Oslo,airport,OurAirports,67,68,135,5,67,68,135,8,0.314769,0.34545,0.000306,6,red,0,0.000658,0.07068
637,BJF,B�tsfjord Airport,Batsfjord,Norway,ENBS,70.600502,29.691401,490,1,E,Europe/Oslo,airport,OurAirports,3,5,8,2,3,5,8,10,0.17835,0.184977,0,6,blue,0,0.00013,0.000179
638,KRS,Kristiansand Airport,Kristiansand,Norway,ENCN,58.204201,8.08537,57,1,E,Europe/Oslo,airport,OurAirports,11,11,22,5,11,11,22,8,0.292271,0.312097,0,6,red,0,0.000123,0.01391
639,DLD,Geilo Airport Dagali,Geilo,Norway,ENDI,60.417301,8.51835,2618,1,E,Europe/Oslo,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,320,0.000039,0
640,BDU,Bardufoss Airport,Bardufoss,Norway,ENDU,69.055801,18.5404,252,1,E,Europe/Oslo,airport,OurAirports,1,1,2,5,1,1,2,9,0.254156,0.268772,0,6,blue,0,0.000047,0.001185
641,EVE,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,ENEV,68.491302,16.678101,84,1,E,Europe/Oslo,airport,OurAirports,9,9,18,5,9,9,18,9,0.257631,0.275797,0.00002,6,blue,0,0.000165,0.004324
642,VDB,Leirin Airport,Fagernes,Norway,ENFG,61.015598,9.28806,2697,1,E,Europe/Oslo,airport,OurAirports,1,1,2,5,1,1,2,9,0.254156,0.268772,0,6,blue,0,0.000047,0.001185
643,FRO,Flor� Airport,Floro,Norway,ENFL,61.583599,5.02472,37,1,E,Europe/Oslo,airport,OurAirports,4,4,8,5,4,4,8,9,0.254299,0.269457,0,6,blue,0,0.000083,0.002102
644,OSL,Oslo Lufthavn,Oslo,Norway,ENGM,60.121,11.0502,681,1,E,Europe/Oslo,airport,OurAirports,182,179,361,5,182,179,361,8,0.340726,0.380528,0.002838,6,red,0,0.001793,0.202512
645,HAU,Haugesund Airport,Haugesund,Norway,ENHD,59.345299,5.20836,86,1,E,Europe/Oslo,airport,OurAirports,12,12,24,5,12,12,24,8,0.276323,0.296859,0,23,red,0,0.000125,0.010255
646,HAA,Hasvik Airport,Hasvik,Norway,ENHK,70.486702,22.1397,21,1,E,Europe/Oslo,airport,OurAirports,2,2,4,2,2,2,4,9,0.216825,0.22723,0,6,red,0,0.000097,0.000189
647,KSU,Kristiansund Airport (Kvernberget),Kristiansund,Norway,ENKB,63.111801,7.82452,204,1,E,Europe/Oslo,airport,OurAirports,8,7,15,5,8,7,15,9,0.255077,0.271247,0,6,blue,0,0.000121,0.003184
648,\N,Kjeller Airport,Kjeller,Norway,ENKJ,59.969299,11.0361,354,1,E,Europe/Oslo,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,321,0.000039,0
649,KKN,Kirkenes Airport (H�ybuktmoen),Kirkenes,Norway,ENKR,69.7258,29.8913,283,1,E,Europe/Oslo,airport,OurAirports,6,7,13,2,6,7,13,9,0.254564,0.270247,0.000154,6,blue,0,0.000153,0.002693
650,FAN,Lista Airport,Farsund,Norway,ENLI,58.099499,6.62605,29,1,E,Europe/Oslo,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,322,0.000039,0
651,MOL,Molde Airport,Molde,Norway,ENML,62.744701,7.2625,10,1,E,Europe/Oslo,airport,OurAirports,7,7,14,5,7,7,14,8,0.272657,0.290096,0.000001,6,red,0,0.000112,0.00552
652,MJF,Mosj�en Airport (Kj�rstad),Mosjoen,Norway,ENMS,65.783997,13.2149,237,1,E,Europe/Oslo,airport,OurAirports,4,5,9,2,4,5,9,9,0.230601,0.242137,0,6,blue,0,0.000129,0.000433
653,LKL,Banak Airport,Lakselv,Norway,ENNA,70.068802,24.973499,25,1,E,Europe/Oslo,airport,OurAirports,3,1,4,2,3,1,4,9,0.216766,0.226914,0,6,red,0,0.000098,0.000275
654,NTB,Notodden Airport,Notodden,Norway,ENNO,59.565701,9.21222,63,1,E,Europe/Oslo,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,323,0.000039,0
655,OLA,�rland Airport,Orland,Norway,ENOL,63.698898,9.604,28,1,E,Europe/Oslo,airport,OurAirports,1,1,2,5,1,1,2,9,0.254156,0.268772,0,6,blue,0,0.000047,0.001185
656,RRS,R�ros Airport,Roros,Norway,ENRO,62.5784,11.3423,2054,1,E,Europe/Oslo,airport,OurAirports,1,1,2,5,1,1,2,9,0.254156,0.268772,0,6,blue,0,0.000047,0.001185
657,RYG,"Moss Airport, Rygge",Rygge,Norway,ENRY,59.378817,10.785439,174,1,E,Europe/Oslo,airport,OurAirports,37,37,74,5,37,37,74,8,0.292244,0.318314,0.000003,34,red,0,0.000297,0.024368
658,LYR,"Svalbard Airport, Longyear",Svalbard,Norway,ENSB,78.246101,15.4656,88,1,E,Arctic/Longyearbyen,airport,OurAirports,3,3,6,5,3,3,6,9,0.254421,0.269457,0,6,blue,0,0.000075,0.002495
659,SKE,Skien Airport,Skien,Norway,ENSN,59.185001,9.56694,463,1,E,Europe/Oslo,airport,OurAirports,1,1,2,5,1,1,2,9,0.239428,0.2517,0,6,blue,0,0.000047,0.000453
660,SRP,Stord Airport,Stord,Norway,ENSO,59.791901,5.34085,160,1,E,Europe/Oslo,airport,OurAirports,3,3,6,5,3,3,6,9,0.254278,0.269299,0,6,blue,0,0.000068,0.00167
662,SSJ,Sandnessj�en Airport (Stokka),Sandnessjoen,Norway,ENST,65.956802,12.4689,56,1,E,Europe/Oslo,airport,OurAirports,5,4,9,2,5,4,9,9,0.254442,0.269826,0.000001,6,blue,0,0.000119,0.001626
663,TOS,"Troms� Airport,",Tromso,Norway,ENTC,69.683296,18.9189,31,1,E,Europe/Oslo,airport,OurAirports,26,26,52,2,26,26,52,8,0.276733,0.299783,0.000911,6,blue,0,0.000597,0.00999
664,TRF,"Sandefjord Airport, Torp",Sandefjord,Norway,ENTO,59.186699,10.2586,286,1,E,Europe/Oslo,airport,OurAirports,37,37,74,5,37,37,74,8,0.30057,0.327268,0.000006,27,red,0,0.000313,0.031919
665,TRD,Trondheim Airport V�rnes,Trondheim,Norway,ENVA,63.457802,10.924,56,1,E,Europe/Oslo,airport,OurAirports,42,44,86,5,42,44,86,8,0.299404,0.325151,0.00047,6,red,0,0.000536,0.027766
666,SVG,Stavanger Airport Sola,Stavanger,Norway,ENZV,58.876701,5.63778,29,1,E,Europe/Oslo,airport,OurAirports,52,54,106,5,52,54,106,8,0.311424,0.338717,0.0001,6,red,0,0.000476,0.061959
667,\N,Babice Airport,Warsaw,Poland,EPBC,52.268501,20.910999,352,1,E,Europe/Warsaw,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,324,0.000039,0
668,GDN,Gdansk Lech Walesa Airport,Gdansk,Poland,EPGD,54.377602,18.4662,489,1,E,Europe/Warsaw,airport,OurAirports,50,51,101,5,50,51,101,8,0.308299,0.337446,0.000037,14,red,0,0.000417,0.045377
669,KRK,Krak�w John Paul II International Airport,Krakow,Poland,EPKK,50.077702,19.7848,791,1,E,Europe/Warsaw,airport,OurAirports,57,57,114,5,57,57,114,8,0.315019,0.3465,0.000016,15,red,0,0.000431,0.057648
670,\N,Muchowiec Airport,Katowice,Poland,EPKM,50.238098,19.034201,909,1,E,Europe/Warsaw,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,325,0.000039,0
671,KTW,Katowice International Airport,Katowice,Poland,EPKT,50.4743,19.08,995,1,E,Europe/Warsaw,airport,OurAirports,28,28,56,5,28,28,56,8,0.301027,0.326096,0.00001,23,red,0,0.000245,0.022335
673,\N,Mielec Airport,Mielec,Poland,EPML,50.3223,21.462099,548,1,E,Europe/Warsaw,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,326,0.000039,0
674,POZ,Poznan-Lawica Airport,Poznan,Poland,EPPO,52.421001,16.8263,308,1,E,Europe/Warsaw,airport,OurAirports,21,21,42,5,21,21,42,8,0.300598,0.324197,0.000003,34,red,0,0.000182,0.024213
675,RZE,Rzesz�w-Jasionka Airport,Rzeszow,Poland,EPRZ,50.110001,22.018999,675,1,E,Europe/Warsaw,airport,OurAirports,11,11,22,5,11,11,22,8,0.298472,0.320056,0,34,red,0,0.000111,0.013031
676,SZZ,"Szczecin-Goleni�w ""Solidarnosc"" Airport",Szczecin,Poland,EPSC,53.584702,14.9022,154,1,E,Europe/Warsaw,airport,OurAirports,7,7,14,5,7,7,14,8,0.269385,0.289936,0,6,blue,0,0.000089,0.005294
677,OSP,Redzikowo Air Base,Slupsk,Poland,EPSK,54.478901,17.1075,217,1,E,Europe/Warsaw,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,327,0.000039,0
678,\N,Swidwin Military Air Base,Shapaja,Poland,EPSN,53.7906,15.8263,385,1,E,Europe/Warsaw,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,328,0.000039,0
679,WAW,Warsaw Chopin Airport,Warsaw,Poland,EPWA,52.165699,20.9671,362,1,E,Europe/Warsaw,airport,OurAirports,120,120,240,5,120,120,240,7,0.349801,0.385965,0.000308,44,red,0,0.000901,0.173409
680,WRO,Copernicus Wroclaw Airport,Wroclaw,Poland,EPWR,51.102699,16.885799,404,1,E,Europe/Warsaw,airport,OurAirports,33,33,66,5,33,33,66,8,0.306122,0.331929,0.000007,14,red,0,0.000263,0.034193
681,IEG,Zielona G�ra-Babimost Airport,Zielona Gora,Poland,EPZG,52.1385,15.7986,194,1,E,Europe/Warsaw,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,329,0.000039,0
682,\N,Malmen Air Base,Linkoeping,Sweden,ESCF,58.402302,15.5257,308,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,330,0.000039,0
683,\N,Br�valla Air Base,Norrkoeping,Sweden,ESCK,58.610901,16.1036,90,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,331,0.000039,0
684,\N,Uppsala Airport,Uppsala,Sweden,ESCM,59.897301,17.5886,68,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,332,0.000039,0
685,RNB,Ronneby Airport,Ronneby,Sweden,ESDF,56.266701,15.265,191,1,E,Europe/Stockholm,airport,OurAirports,3,3,6,5,3,3,6,9,0.264146,0.279395,0,7,blue,0,0.000077,0.001701
686,\N,R�da Air Base,Rada,Sweden,ESFR,58.4981,13.0532,230,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,333,0.000039,0
687,GOT,Gothenburg-Landvetter Airport,Gothenborg,Sweden,ESGG,57.6628,12.2798,506,1,E,Europe/Stockholm,airport,OurAirports,54,52,106,5,54,52,106,8,0.315585,0.344488,0.000151,7,red,0,0.000478,0.098572
688,JKG,J�nk�ping Airport,Joenkoeping,Sweden,ESGJ,57.757599,14.0687,741,1,E,Europe/Stockholm,airport,OurAirports,2,2,4,5,2,2,4,9,0.264102,0.279289,0,7,blue,0,0.000062,0.001525
689,\N,Falk�ping Airport,Falkoping,Sweden,ESGK,58.1698,13.5878,785,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,334,0.000039,0
690,LDK,Lidk�ping-Hovby Airport,Lidkoping,Sweden,ESGL,58.4655,13.1744,200,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,335,0.000039,0
691,GSE,Gothenburg City Airport,Gothenborg,Sweden,ESGP,57.7747,11.8704,59,1,E,Europe/Stockholm,airport,OurAirports,20,20,40,5,20,20,40,8,0.270166,0.293898,0.000003,23,blue,0,0.000187,0.011116
692,KVB,Sk�vde Airport,Skovde,Sweden,ESGR,58.456402,13.9727,324,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,336,0.000039,0
693,THN,Trollh�ttan-V�nersborg Airport,Trollhattan,Sweden,ESGT,58.3181,12.345,137,1,E,Europe/Stockholm,airport,OurAirports,1,1,2,5,1,1,2,9,0.215482,0.224007,0,7,blue,0,0.000054,0.000121
694,\N,Karlsborg Air Base,Karlsborg,Sweden,ESIA,58.513802,14.5071,308,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,337,0.000039,0
695,\N,S�ten�s Air Base,Satenas,Sweden,ESIB,58.426399,12.7144,181,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,338,0.000039,0
696,\N,Barkarby Airport,Stockholm,Sweden,ESKB,59.414474,17.882137,50,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,339,0.000039,0
697,KSK,Karlskoga Airport,Karlskoga,Sweden,ESKK,59.345901,14.4959,400,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,340,0.000039,0
698,MXX,Mora Airport,Mora,Sweden,ESKM,60.957901,14.5114,634,1,E,Europe/Stockholm,airport,OurAirports,2,2,4,5,2,2,4,9,0.264058,0.27921,0,7,blue,0,0.000083,0.001522
699,NYO,Stockholm Skavsta Airport,Stockholm,Sweden,ESKN,58.788601,16.912201,140,1,E,Europe/Stockholm,airport,OurAirports,31,31,62,5,31,31,62,8,0.278217,0.30286,0.000003,19,red,0,0.000258,0.015708
700,\N,Arvika Airport,Arvika,Sweden,ESKV,59.6759,12.6394,237,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,341,0.000039,0
701,\N,Emmaboda Airfield,Emmaboda,Sweden,ESMA,56.610802,15.6048,442,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,342,0.000039,0
702,\N,Feringe Airport,Ljungby,Sweden,ESMG,56.950298,13.9217,538,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,343,0.000039,0
703,KID,Kristianstad Airport,Kristianstad,Sweden,ESMK,55.9217,14.0855,76,1,E,Europe/Stockholm,airport,OurAirports,1,1,2,5,1,1,2,9,0.264036,0.279052,0,7,blue,0,0.000048,0.001458
704,\N,Landskrona Airport,Landskrona,Sweden,ESML,55.945999,12.87,194,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,344,0.000039,0
705,OSK,Oskarshamn Airport,Oskarshamn,Sweden,ESMO,57.350498,16.497999,96,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,345,0.000039,0
706,\N,Anderstorp Airport,Anderstorp,Sweden,ESMP,57.264198,13.5994,507,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,346,0.000039,0
707,KLR,Kalmar Airport,Kalkmar,Sweden,ESMQ,56.685501,16.2876,17,1,E,Europe/Stockholm,airport,OurAirports,3,3,6,5,3,3,6,9,0.264146,0.279395,0,7,blue,0,0.000077,0.001701
708,MMX,Malm� Sturup Airport,Malmoe,Sweden,ESMS,55.536305,13.376198,236,1,E,Europe/Stockholm,airport,OurAirports,15,15,30,5,15,15,30,8,0.272211,0.293766,0.000105,7,blue,0,0.000203,0.008256
709,HAD,Halmstad Airport,Halmstad,Sweden,ESMT,56.691101,12.8202,101,1,E,Europe/Stockholm,airport,OurAirports,4,6,10,5,4,6,10,9,0.26419,0.27971,0,7,blue,0,0.000104,0.001765
710,\N,Hagshult Air Base,Hagshult,Sweden,ESMV,57.292198,14.1372,556,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,347,0.000039,0
711,VXO,V�xj� Kronoberg Airport,Vaxjo,Sweden,ESMX,56.9291,14.728,610,1,E,Europe/Stockholm,airport,OurAirports,8,7,15,5,8,7,15,8,0.292595,0.312452,0.000002,7,red,0,0.000129,0.00679
712,\N,Hallviken Airport,Hallviken,Sweden,ESNA,63.7383,15.4583,1119,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,348,0.000039,0
713,\N,Hedlanda Airport,Hede,Sweden,ESNC,62.408901,13.7472,1460,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,349,0.000039,0
714,EVG,Sveg Airport,Sveg,Sweden,ESND,62.047798,14.4229,1178,1,E,Europe/Stockholm,airport,OurAirports,2,2,4,5,2,2,4,9,0.264058,0.27921,0,7,blue,0,0.000083,0.001522
715,GEV,G�llivare Airport,Gallivare,Sweden,ESNG,67.132401,20.8146,1027,1,E,Europe/Stockholm,airport,OurAirports,6,6,12,5,6,6,12,9,0.264124,0.279579,0,7,blue,0,0.000137,0.003209
716,HUV,Hudiksvall Airport,Hudiksvall,Sweden,ESNH,61.768101,17.0807,95,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,350,0.000039,0
717,\N,Jokkmokk Airport,Jokkmokk,Sweden,ESNJ,66.496201,20.1472,904,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,351,0.000039,0
718,KRF,Kramfors Sollefte� Airport,Kramfors,Sweden,ESNK,63.048599,17.7689,34,1,E,Europe/Stockholm,airport,OurAirports,4,4,8,5,4,4,8,9,0.264058,0.27921,0,7,blue,0,0.000095,0.003067
719,LYC,Lycksele Airport,Lycksele,Sweden,ESNL,64.548302,18.7162,705,1,E,Europe/Stockholm,airport,OurAirports,4,4,8,5,4,4,8,9,0.26408,0.279263,0.000107,23,blue,0,0.00014,0.00303
720,\N,Optand Airport,Optand,Sweden,ESNM,63.128601,14.8028,1236,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,352,0.000039,0
721,SDL,Sundsvall-H�rn�sand Airport,Sundsvall,Sweden,ESNN,62.528099,17.443899,16,1,E,Europe/Stockholm,airport,OurAirports,5,5,10,5,5,5,10,9,0.264279,0.279895,0,7,blue,0,0.000104,0.002355
722,OER,�rnsk�ldsvik Airport,Ornskoldsvik,Sweden,ESNO,63.408298,18.99,354,1,E,Europe/Stockholm,airport,OurAirports,1,1,2,5,1,1,2,9,0.264036,0.279052,0,7,blue,0,0.000048,0.001458
723,\N,Pite� Airport,Pitea,Sweden,ESNP,65.3983,21.260799,43,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,353,0.000039,0
724,KRN,Kiruna Airport,Kiruna,Sweden,ESNQ,67.821999,20.3368,1508,1,E,Europe/Stockholm,airport,OurAirports,3,3,6,5,3,3,6,9,0.264058,0.27921,0,7,blue,0,0.000076,0.002992
725,\N,Orsa Airport,Orsa,Sweden,ESNR,61.189999,14.7126,683,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,354,0.000039,0
726,SFT,Skellefte� Airport,Skelleftea,Sweden,ESNS,64.624802,21.0769,157,1,E,Europe/Stockholm,airport,OurAirports,3,3,6,5,3,3,6,9,0.267676,0.287056,0,23,blue,0,0.000062,0.002247
727,\N,S�ttna Airport,Sattna,Sweden,ESNT,62.4814,17.002899,886,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,355,0.000039,0
728,UME,Ume� Airport,Umea,Sweden,ESNU,63.791801,20.282801,24,1,E,Europe/Stockholm,airport,OurAirports,8,8,16,5,8,8,16,9,0.269499,0.28831,0.000001,7,blue,0,0.00014,0.005611
729,VHM,Vilhelmina Airport,Vilhelmina,Sweden,ESNV,64.579102,16.833599,1140,1,E,Europe/Stockholm,airport,OurAirports,4,4,8,5,4,4,8,9,0.26408,0.279263,0.000107,7,blue,0,0.00014,0.00303
730,AJR,Arvidsjaur Airport,Arvidsjaur,Sweden,ESNX,65.590302,19.2819,1245,1,E,Europe/Stockholm,airport,OurAirports,2,2,4,5,2,2,4,10,0.208925,0.216247,0,23,red,0,0.000098,0.000145
731,ORB,�rebro Airport,Orebro,Sweden,ESOE,59.223701,15.038,188,1,E,Europe/Stockholm,airport,OurAirports,2,2,4,5,2,2,4,9,0.214025,0.22395,0,7,red,0,0.000086,0.000166
733,VST,Stockholm V�ster�s Airport,Vasteras,Sweden,ESOW,59.589401,16.6336,21,1,E,Europe/Stockholm,airport,OurAirports,3,3,6,5,3,3,6,9,0.25149,0.271313,0,34,blue,0,0.000059,0.00266
734,LLA,Lule� Airport,Lulea,Sweden,ESPA,65.5438,22.122,65,1,E,Europe/Stockholm,airport,OurAirports,6,6,12,5,6,6,12,9,0.26419,0.279816,0.000003,7,blue,0,0.000137,0.003208
735,\N,Vidsel Air Base,Vidsel,Sweden,ESPE,65.875298,20.1499,597,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,356,0.000039,0
736,\N,Arboga Airport,Arboga,Sweden,ESQO,59.3866,15.9241,33,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,357,0.000039,0
737,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901,17.9186,137,1,E,Europe/Stockholm,airport,OurAirports,220,219,439,5,220,219,439,8,0.358722,0.401139,0.003358,7,red,0,0.002227,0.252845
738,BMA,Stockholm-Bromma Airport,Stockholm,Sweden,ESSB,59.354401,17.9417,47,1,E,Europe/Stockholm,airport,OurAirports,27,27,54,5,27,27,54,8,0.274644,0.293581,0.000123,7,red,0,0.000472,0.009506
739,BLE,Borlange Airport,Borlange,Sweden,ESSD,60.422001,15.5152,503,1,E,Europe/Stockholm,airport,OurAirports,2,2,4,5,2,2,4,9,0.239955,0.251958,0.000005,7,blue,0,0.000083,0.000636
740,HLF,Hultsfred Airport,Hultsfred,Sweden,ESSF,57.525799,15.8233,366,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,358,0.000039,0
741,GVX,G�vle Sandviken Airport,Gavle,Sweden,ESSK,60.5933,16.951401,224,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,359,0.000039,0
742,LPI,Link�ping City Airport,Linkoeping,Sweden,ESSL,58.4062,15.6805,172,1,E,Europe/Stockholm,airport,OurAirports,2,2,4,5,2,2,4,8,0.288698,0.306204,0,4,red,0,0.000052,0.004656
743,NRK,Norrk�ping Airport,Norrkoeping,Sweden,ESSP,58.5863,16.250601,32,1,E,Europe/Stockholm,airport,OurAirports,2,2,4,5,2,2,4,9,0.260194,0.274549,0,7,red,0,0.000057,0.002613
745,EKT,Eskilstuna Airport,Eskilstuna,Sweden,ESSU,59.351101,16.708401,139,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,360,0.000039,0
746,VBY,Visby Airport,Visby,Sweden,ESSV,57.6628,18.346201,164,1,E,Europe/Stockholm,airport,OurAirports,8,8,16,5,8,8,16,9,0.264743,0.280685,0.000001,7,blue,0,0.000125,0.003627
748,\N,Kalixfors Airport,Kalixfors,Sweden,ESUK,67.764801,20.2572,1549,1,E,Europe/Stockholm,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,361,0.000039,0
